emailAddress,link,name,phone,companyName,address
,https://www.yellowpages.com/los-angeles-ca/mip/aegis-ambulance-service-5176724,,(213) 482-0809,aegis-ambulance-servi,
,https://www.yellowpages.com/los-angeles-ca/mip/good-shepherd-ambulance-22372283,,(213) 623-3222,good-shepherd-ambulanc,
,https://www.yellowpages.com/los-angeles-ca/mip/care-ambulance-service-462562065,,(323) 469-1234,care-ambulance-service,
,https://www.yellowpages.com/los-angeles-ca/mip/medi-star-transport-6057085,,(818) 955-9900,medi-star-transpo,"16721 Obispo Dr, La Mirada, CA 90638814 E. Windsor, Glendale, CA1250 S Glendale Ave # 1, Glendale, CACastaic, CA635 W Colorado St, Glendale, CA409 S Glendale Ave, Glendale, CA"
,https://www.yellowpages.com/los-angeles-ca/mip/g-m-d-transportation-509510134,,(323) 874-4085,g-m-d-transportation,"11026 Ventura Blvd, Studio City, CA4282 Wilshire Blvd, Los Angeles, CA2870 Los Feliz Blvd, Los Angeles, CA1724 N Highland Ave Apt 100, Los Angeles, CA5977 Chula Vista Way, Los Angeles, CA"
,https://www.yellowpages.com/los-angeles-ca/mip/elite-ambulance-inc-482678304,,(323) 874-4100,elite-ambulance-inc,"280 S Beverly Dr, Beverly Hills, CA 902124304 Alger St, Los Angeles, CA147 N Avenue 18, Los Angeles, CA"
,https://www.yellowpages.com/los-angeles-ca/mip/air-ambulance-6387978,,(323) 221-7510,air-ambulan,"2713 W 143rd Pl, Gardena, CA1233 S La Brea Ave, Inglewood, CA510 N La Brea Ave, Inglewood, CA977 W Hyde Park Blvd, Inglewood, CA721 S Glasgow Ave Ste A, Inglewood, CA"
,https://www.yellowpages.com/nationwide/mip/royalty-ambulance-473121617,,(818) 550-5833,royalty-ambulance,
,https://www.yellowpages.com/nationwide/mip/good-shepherd-ambulance-l-l-c-475215970,,(626) 287-5200,good-shepherd-ambulance-l-l-c,
,https://www.yellowpages.com/glendale-ca/mip/prn-ambulance-11123563,,(818) 844-2775,prn-ambulanc,"815 S Central Ave Ste 9, Glendale, CA225 E Broadway Ste B-102E, Glendale, CA815 S Central Ave, Glendale, CA4304 Alger St, Los Angeles, CA124 S Orange St, Glendale, CA"
,https://www.yellowpages.com/huntington-park-ca/mip/care-ambulance-12764896,,(323) 582-9277,care-ambulanc,"7422 Firestone Blvd, Downey, CA12347 Julius Ave, Downey, CA510 N La Brea Ave, Inglewood, CA345 S Woods Ave, Los Angeles, CA345 S Woods Ave, Los Angeles, CA"
,https://www.yellowpages.com/west-hollywood-ca/mip/dependable-care-ambulance-14372437,,(323) 851-3791,dependable-care-ambulanc,"639 N Fairfax Ave, Los Angeles, CA345 N La Brea Ave Ste A, Los Angeles, CA225 E Broadway Ste B-102E, Glendale, CA510 N La Brea Ave, Inglewood, CA8240 Beverly Blvd Ste 6, Los Angeles, CA"
,https://www.yellowpages.com/glendale-ca/mip/e-z-trans-inc-545458086,,(818) 484-7933,e-z-trans-inc,"815 S Central Ave Ste 9, Glendale, CA815 S Central Ave Ste 9, Glendale, CA"
,https://www.yellowpages.com/alhambra-ca/mip/s-outhern-ca-ambulance-16461765,,(626) 457-5742,s-outhern-ca-ambulanc,"511 S Raymond Ave, Alhambra, CA660 Monterey Pass Rd, Monterey Park, CA225 E Broadway Ste B-102E, Glendale, CA212 S Atlantic Blvd Ste 102, Los Angeles, CA345 S Woods Ave, Los Angeles, CA"
,https://www.yellowpages.com/glendale-ca/mip/royalty-ambulance-svc-inc-531240954,,(818) 500-7566,royalty-ambulance-svc-inc,"815 S Central Ave Ste 9, Glendale, CA4304 Alger St, Los Angeles, CA1626 S Central Ave, Glendale, CA3539 Casitas Ave, Los Angeles, CA4627 Beverly Blvd, Los Angeles, CA"
,https://www.yellowpages.com/glendale-ca/mip/trans-aid-non-emergency-med-22560306,,(818) 242-1155,trans-aid-non-emergency-me,"4304 Alger St, Los Angeles, CA225 E Broadway Ste B-102E, Glendale, CA815 S Central Ave Ste 9, Glendale, CA124 S Orange St, Glendale, CA1224 E Broadway Ste 201, Glendale, CA"
,https://www.yellowpages.com/glendale-ca/mip/e-z-trans-463376267,,(818) 567-2300,e-z-trans,"815 S Central Ave, Glendale, CA815 S Central Ave Ste 9, Glendale, CA532 Riverdale Dr, Glendale, CA4561 Colorado Blvd, Los Angeles, CA526 Commercial St, Glendale, CA"
,https://www.yellowpages.com/montebello-ca/mip/floral-extreme-481616774,,(323) 725-0026,floral-extreme,"11147 Washington Blvd, Whittier, CA100 S Raymond Ave, Alhambra, CA507 S Atlantic Blvd, Los Angeles, CA5200 San Gabriel Pl Ste F, Pico Rivera, CA702 Park Ave Apt 302, South Pasadena, CA"
,https://www.yellowpages.com/glendale-ca/mip/trans-aid-ambulance-transportation-14502454,,(323) 204-6921,trans-aid-ambulance-transportatio,"225 E Broadway Ste B-102E, Glendale, CA409 S Glendale Ave Ste 200, Glendale, CA330 N Central Ave, Glendale, CA3021 Gilroy St, Los Angeles, CA4304 Alger St, Los Angeles, CA"
,https://www.yellowpages.com/commerce-ca/mip/care-ambulance-7262715,,(323) 724-9930,care-ambulan,"345 S Woods Ave, Los Angeles, CA1501 Chapin Rd, Montebello, CA13111 Meyer Rd, Whittier, CA416 W Roosevelt Ave, Montebello, CA2930 Vail Ave, Commerce, CA"
